Sign_ID ID Easting Northing Altitude Retro Angle Distance UTC Long Lat
1 4304225.0 740021.068 3755824.834 322.122 0.831 0.03733 34.499 69347.5369 -84.403807434 33.915522877
1 4304226.0 740021.074 3755824.855 321.767 0.843 0.027039999999999998 34.486999999999995 69347.53693 -84.40380736 33.91552306
1 4304227.0 740021.092 3755824.869 321.413 0.839 0.01675 34.491 69347.53697 -84.403807167 33.915523188
1 4304320.0 740021.086 3755824.918 322.469 0.831 0.047619999999999996 34.21 69347.55017999999 -84.403807211 33.91552363
1 4304321.0 740021.091 3755824.94 322.117 0.835 0.03733 34.192 69347.55022 -84.403807158 33.915523823
1 4304322.0 740021.095 3755824.961 321.766 0.843 0.027039999999999998 34.178000000000004 69347.55025 -84.403807103 33.915524014
1 4304323.0 740021.1 3755824.982 321.415 0.835 0.01675 34.168 69347.55028 -84.403807046 33.915524204
1 4304324.0 740021.115 3755824.998 321.064 0.773 0.00645 34.173 69347.55032000001 -84.403806879 33.915524342
1 4304416.0 740021.08 3755825.04 322.464 0.761 0.04772 33.87 69347.5635 -84.403807243 33.915524724
1 4304417.0 740021.094 3755825.056 322.116 0.769 0.03743 33.863 69347.56353 -84.403807091 33.915524866999995
1 4304418.0 740021.097 3755825.078 321.768 0.769 0.027139999999999997 33.848 69347.56356000001 -84.403807048 33.915525062
1 4304419.0 740021.134 3755825.082 321.42 0.757 0.01685 33.874 69347.5636 -84.40380665 33.91552509
2 4318877.0 740065.843 3755816.695 324.088 0.741 0.047619999999999996 36.398 69349.49445 -84.40332578600001 33.915439339
2 4318878.0 740065.845 3755816.715 323.714 0.733 0.03733 36.376 69349.49448 -84.403325754 33.91543952
2 4318974.0 740065.861 3755816.804 324.088 0.773 0.047619999999999996 36.08 69349.50777000001 -84.403325556 33.915440314
2 4318975.0 740065.87 3755816.82 323.717 0.773 0.03733 36.066 69349.5078 -84.403325454 33.915440456
2 4319072.0 740065.898 3755816.901 324.093 0.769 0.04772 35.784 69349.52109 -84.403325128 33.915441184
